notes_clean,injured,activated,days_injured,injury_type,injury_duration,player_name,year_end,position,height,weight,college,career_length,prior_injuries
placed on il with right knee tendinitis,2001-11-13,2001-11-23,10.0,joint,medium,Damon Stoudamire,2008,G,5-10,171.0,Arizona,13,1
placed on il with flulike symptoms,2007-02-13,2007-02-14,1.0,illness,short,Damon Stoudamire,2008,G,5-10,171.0,Arizona,13,2
placed on il with sore right knee,2007-03-19,2007-03-24,5.0,joint,short,Damon Stoudamire,2008,G,5-10,171.0,Arizona,13,3
placed on il with right knee patella tendinitis,2007-03-26,2008-01-10,290.0,joint,long,Damon Stoudamire,2008,G,5-10,171.0,Arizona,13,4
placed on il with strained lower back,2001-12-30,2002-04-17,108.0,muscle,long,Damone Brown,2005,F,6-9,200.0,Syracuse,4,0
placed on il with right shoulder biceps tendinitis,2005-04-17,,,joint,unknown,Damone Brown,2005,F,6-9,200.0,Syracuse,4,1
placed on il with illness,2020-02-06,2020-02-08,2.0,illness,short,Damyean Dotson,2022,G,6-5,210.0,"Oregon, Houston",5,0
placed on il with sore left knee,2021-04-14,2021-04-25,11.0,joint,medium,Damyean Dotson,2022,G,6-5,210.0,"Oregon, Houston",5,1
placed on il with torn cartilage in left knee,2002-11-20,2003-01-03,44.0,joint,medium,Dan Dickau,2008,G,6-0,190.0,"Washington, Gonzaga",6,0
placed on il with sprained left ankle,2004-11-01,2004-11-11,10.0,joint,medium,Dan Dickau,2008,G,6-0,190.0,"Washington, Gonzaga",6,1
placed on il with dislocated left shoulder,2007-02-08,2007-03-25,45.0,joint,medium,Dan Gadzuric,2012,C,6-11,240.0,UCLA,10,0
placed on il with patella tendinitis in knee,2009-12-18,2010-01-11,24.0,joint,medium,Dan Gadzuric,2012,C,6-11,240.0,UCLA,10,1
placed on il with strained left groin,2010-12-25,2011-01-03,9.0,muscle,medium,Dan Gadzuric,2012,C,6-11,240.0,UCLA,10,2
placed on il with sprained right ankle,2001-10-29,2001-11-17,19.0,joint,medium,Dan Langhi,2004,F,6-11,220.0,Vanderbilt,4,0
placed on il with left ankle tendinitis,2001-12-28,2002-01-17,20.0,joint,medium,Dan Langhi,2004,F,6-11,220.0,Vanderbilt,4,1
placed on il with sore left ankle,2003-12-20,,,joint,unknown,Dan Langhi,2004,F,6-11,220.0,Vanderbilt,4,2
placed on il with strained lower back,1996-12-21,1997-01-02,12.0,muscle,medium,Dan Majerle,2002,G-F,6-6,215.0,Central Michigan University,14,0
placed on il with strained lower back,1997-01-08,1997-04-01,83.0,muscle,long,Dan Majerle,2002,G-F,6-6,215.0,Central Michigan University,14,1
placed on il with strained left groin,1998-04-17,1998-04-20,3.0,muscle,short,Dan Majerle,2002,G-F,6-6,215.0,Central Michigan University,14,2
placed on ir with stress fracture of fibula in left leg,2000-01-25,2000-02-20,26.0,bone,medium,Dan Majerle,2002,G-F,6-6,215.0,Central Michigan University,14,3
placed on il with strained left hamstring,2000-10-31,2000-12-22,52.0,muscle,long,Dan Majerle,2002,G-F,6-6,215.0,Central Michigan University,14,4
placed on il with fractured right ring finger,2001-10-29,2001-11-16,18.0,bone,medium,Dan Majerle,2002,G-F,6-6,215.0,Central Michigan University,14,5
placed on il with strained left calf muscle,1984-11-06,1984-11-20,14.0,muscle,medium,Dan Roundfield,1987,F-C,6-8,205.0,Central Michigan University,12,0
placed on il with sore left ankle,1997-01-03,1997-01-14,11.0,joint,medium,Dana Barros,2004,G,5-11,163.0,Boston College,15,0
placed on il with bone spurs in left ankle,1997-02-10,1997-04-20,69.0,joint,long,Dana Barros,2004,G,5-11,163.0,Boston College,15,1
placed on il with strained lower back,2000-10-30,2000-11-29,30.0,muscle,medium,Dana Barros,2004,G,5-11,163.0,Boston College,15,2
placed on ir with pulled left hamstring,2002-01-10,2002-04-12,92.0,muscle,long,Dana Barros,2004,G,5-11,163.0,Boston College,15,3
placed on il with sprained right ankle,2020-02-06,2020-02-20,14.0,joint,medium,Daniel Gafford,2022,F,6-10,234.0,Arkansas,3,0
placed on il with sprained right ankle,2021-03-30,2021-04-10,11.0,joint,medium,Daniel Gafford,2022,F,6-10,234.0,Arkansas,3,1
placed on il with bruised right quadriceps,2021-10-28,2021-11-01,4.0,muscle,short,Daniel Gafford,2022,F,6-10,234.0,Arkansas,3,2
placed on il with sprained right thumb,2021-11-18,2021-11-20,2.0,joint,short,Daniel Gafford,2022,F,6-10,234.0,Arkansas,3,3
placed on il with sprained right ankle,2023-01-11,2023-01-13,2.0,joint,short,Daniel Gafford,2022,F,6-10,234.0,Arkansas,3,4
placed on il with illness,2023-01-30,2023-02-01,2.0,illness,short,Daniel Gafford,2022,F,6-10,234.0,Arkansas,3,5
placed on il with sprained left big toe,2007-02-15,2007-02-21,6.0,joint,short,Daniel Gibson,2013,G,6-2,190.0,Texas,7,0
placed on il with sprained left big toe,2007-03-03,2007-03-19,16.0,joint,medium,Daniel Gibson,2013,G,6-2,190.0,Texas,7,1
placed on il with sore mouth flu per cbc,2007-12-15,2007-12-17,2.0,illness,short,Daniel Gibson,2013,G,6-2,190.0,Texas,7,2
placed on il with strained right hamstring,2008-02-11,2008-02-19,8.0,muscle,medium,Daniel Gibson,2013,G,6-2,190.0,Texas,7,3
placed on il with sprained left ankle,2008-02-22,2008-03-29,36.0,joint,medium,Daniel Gibson,2013,G,6-2,190.0,Texas,7,4
placed on il with seperated left shoulder,2008-05-16,2008-12-21,219.0,joint,long,Daniel Gibson,2013,G,6-2,190.0,Texas,7,5
placed on il with sprained big toe,2008-12-10,2008-12-21,11.0,joint,medium,Daniel Gibson,2013,G,6-2,190.0,Texas,7,6
placed on il with sprained right pinkie finger,2009-12-11,2009-12-15,4.0,joint,short,Daniel Gibson,2013,G,6-2,190.0,Texas,7,7
placed on il with flu,2010-12-26,2010-12-28,2.0,illness,short,Daniel Gibson,2013,G,6-2,190.0,Texas,7,8
placed on il with sprained left ankle,2011-01-07,2011-01-14,7.0,joint,short,Daniel Gibson,2013,G,6-2,190.0,Texas,7,9
placed on il with quadriceps injury,2011-03-04,2011-03-08,4.0,muscle,short,Daniel Gibson,2013,G,6-2,190.0,Texas,7,10
placed on il with sprained left ankle f,2012-02-17,2013-01-13,331.0,joint,long,Daniel Gibson,2013,G,6-2,190.0,Texas,7,11
placed on il with torn tendon in left ankle,2012-03-30,2013-01-13,289.0,joint,long,Daniel Gibson,2013,G,6-2,190.0,Texas,7,12
placed on il with concussion,2012-12-29,2013-01-13,15.0,concussion,medium,Daniel Gibson,2013,G,6-2,190.0,Texas,7,13
placed on il with surgery on left knee out for season,2011-04-16,2011-12-30,258.0,joint,long,Daniel Orton,2014,C-F,6-10,255.0,Kentucky,3,0
placed on il with torn meniscus in left knee out for season,2018-03-14,2018-11-11,242.0,joint,long,Daniel Theis,2022,C,6-8,245.0,Skipped college,5,0
placed on il with illness,2019-03-14,2019-03-16,2.0,illness,short,Daniel Theis,2022,C,6-8,245.0,Skipped college,5,1
placed on il with sprained left ankle,2019-10-26,2019-10-30,4.0,joint,short,Daniel Theis,2022,C,6-8,245.0,Skipped college,5,2
placed on il with illness,2019-11-25,2019-11-27,2.0,illness,short,Daniel Theis,2022,C,6-8,245.0,Skipped college,5,3
placed on il with sore right knee,2020-01-13,2020-01-15,2.0,joint,short,Daniel Theis,2022,C,6-8,245.0,Skipped college,5,4
placed on il with sprained right ankle,2020-02-05,2020-02-09,4.0,joint,short,Daniel Theis,2022,C,6-8,245.0,Skipped college,5,5
placed on il with surgery on right knee,2022-10-19,2023-02-02,106.0,joint,long,Daniel Theis,2022,C,6-8,245.0,Skipped college,5,6
placed on il with sprained right thumb,2023-02-15,2023-02-22,7.0,joint,short,Daniel Theis,2022,C,6-8,245.0,Skipped college,5,7
placed on il with sprained left knee,2011-01-04,2011-01-17,13.0,joint,medium,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,0
placed on il with fractured left big toe,2011-02-28,2011-03-18,18.0,bone,medium,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,1
placed on il with fractured left thumb,2012-03-28,2012-04-09,12.0,bone,medium,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,2
placed on il with torn acl in left knee out for season,2013-04-06,2013-11-13,221.0,joint,long,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,3
placed on il recovering from surgery on left knee to repair torn acl,2013-10-30,2013-11-13,14.0,joint,medium,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,4
placed on il with bone bruise in right knee,2014-12-10,2014-12-13,3.0,joint,short,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,5
placed on il recovering from surgery on right knee to repair torn meniscus,2014-12-22,2015-01-23,32.0,joint,medium,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,6
placed on il with sprained left ankle,2015-12-22,2016-01-02,11.0,joint,medium,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,7
placed on il with torn ligaments in right ankle out for season,2016-02-29,2017-02-23,360.0,joint,long,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,8
placed on il with strained groin,2017-02-03,2017-02-23,20.0,muscle,medium,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,9
placed on il with left knee injury,2017-03-16,2017-03-24,8.0,joint,medium,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,10
placed on il with strained left gluteus muscle,2017-11-17,2017-12-06,19.0,muscle,medium,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,11
placed on il with bruised left gluteus muscle,2017-12-11,2018-01-30,50.0,muscle,long,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,12
placed on il with fractured right hand,2018-03-09,2018-03-30,21.0,bone,medium,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,13
placed on il with illness,2018-11-19,2018-11-20,1.0,illness,short,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,14
placed on il with sore left ankle,2019-03-30,2019-03-31,1.0,joint,short,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,15
placed on il with sprained right ankle,2019-12-09,2019-12-11,2.0,joint,short,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,16
placed on il with sore left ankle,2019-12-22,2019-12-31,9.0,joint,medium,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,17
placed on il with sore left ankle,2020-02-28,2020-03-02,3.0,joint,short,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,18
placed on il with left ankle injury,2020-08-10,2020-08-12,2.0,joint,short,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,19
placed on il with sprained right ankle,2021-01-02,2021-01-22,20.0,joint,medium,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,20
placed on il with right hamstring injury,2022-02-04,2022-02-06,2.0,muscle,short,Danilo Gallinari,2022,F,6-10,233.0,Skipped college,14,21
placed on il with right knee inflammation,1998-02-25,1998-03-24,27.0,joint,medium,Danny Ferry,2003,F,6-10,230.0,Duke,13,0
placed on il with strained left calf,1999-12-22,2000-01-16,25.0,muscle,medium,Danny Ferry,2003,F,6-10,230.0,Duke,13,1
placed on il with stress fracture in right foot,1999-11-01,1999-12-23,52.0,bone,long,Danny Fortson,2007,F,6-7,260.0,Cincinnati,10,0
placed on il with sore left knee,2006-01-14,2006-12-23,343.0,joint,long,Danny Fortson,2007,F,6-7,260.0,Cincinnati,10,1
placed on il with swollen left knee,2006-11-17,2006-12-23,36.0,joint,medium,Danny Fortson,2007,F,6-7,260.0,Cincinnati,10,2
placed on il with knee injury,2006-12-28,2006-12-31,3.0,joint,short,Danny Fortson,2007,F,6-7,260.0,Cincinnati,10,3
placed on il with knee injury,2007-01-06,2007-01-10,4.0,joint,short,Danny Fortson,2007,F,6-7,260.0,Cincinnati,10,4
placed on il with sprained right wrist,2008-03-19,2008-03-21,2.0,joint,short,Danny Granger,2015,F,6-9,222.0,"Bradley, New Mexico",10,0
placed on il with sore right knee,2009-01-28,2009-01-30,2.0,joint,short,Danny Granger,2015,F,6-9,222.0,"Bradley, New Mexico",10,1
placed on il with sprained mcl in left knee,2009-11-25,2009-11-27,2.0,joint,short,Danny Granger,2015,F,6-9,222.0,"Bradley, New Mexico",10,2
placed on il with sprained left ankle,2010-12-13,2010-12-15,2.0,joint,short,Danny Granger,2015,F,6-9,222.0,"Bradley, New Mexico",10,3
placed on il with flu,2011-03-13,2011-03-15,2.0,illness,short,Danny Granger,2015,F,6-9,222.0,"Bradley, New Mexico",10,4
placed on il with knee injury  rest out for season,2012-04-23,2013-02-23,306.0,joint,long,Danny Granger,2015,F,6-9,222.0,"Bradley, New Mexico",10,5
placed on il with sore left knee  patellar tendinitis in left knee,2012-10-31,2013-02-23,115.0,joint,long,Danny Granger,2015,F,6-9,222.0,"Bradley, New Mexico",10,6
placed on il with sore left knee out for season,2013-03-06,2013-12-20,289.0,joint,long,Danny Granger,2015,F,6-9,222.0,"Bradley, New Mexico",10,7
placed on il with strained left calf,2013-10-29,2013-12-20,52.0,muscle,long,Danny Granger,2015,F,6-9,222.0,"Bradley, New Mexico",10,8
placed on il with strained left hamstring,2014-04-03,2014-11-02,213.0,muscle,long,Danny Granger,2015,F,6-9,222.0,"Bradley, New Mexico",10,9
placed on il with hamstring injury,2014-11-01,2014-11-02,1.0,muscle,short,Danny Granger,2015,F,6-9,222.0,"Bradley, New Mexico",10,10
placed on il with fractured left index finger,2014-01-15,2014-02-03,19.0,bone,medium,Danny Green,2022,G-F,6-6,215.0,UNC,13,0
placed on il with strained left quadricep,2016-10-25,2016-11-09,15.0,muscle,medium,Danny Green,2022,G-F,6-6,215.0,UNC,13,1
placed on il with bruised left quadricep,2017-04-02,2017-04-10,8.0,muscle,medium,Danny Green,2022,G-F,6-6,215.0,UNC,13,2
placed on il with strained right calf out for season,2021-06-12,2021-11-08,149.0,muscle,long,Danny Green,2022,G-F,6-6,215.0,UNC,13,3
placed on il with left hamstring injury,2021-11-02,2021-11-08,6.0,muscle,short,Danny Green,2022,G-F,6-6,215.0,UNC,13,4
placed on il with left hamstring injury,2021-11-20,2021-11-24,4.0,muscle,short,Danny Green,2022,G-F,6-6,215.0,UNC,13,5
placed on il with surgery on left knee,2022-10-19,2023-02-01,105.0,joint,long,Danny Green,2022,G-F,6-6,215.0,UNC,13,6
placed on il with illness  health and safety protocols,2023-03-26,2023-03-31,5.0,illness,short,Danny Green,2022,G-F,6-6,215.0,UNC,13,7
placed on il with patella tendinitis in right knee,1990-11-13,1990-11-25,12.0,joint,medium,Danny Manning,2003,F-C,6-10,230.0,Kansas,15,0
placed on il with torn acl in left knee,1995-02-06,1995-10-08,244.0,joint,long,Danny Manning,2003,F-C,6-10,230.0,Kansas,15,1
placed on il with torn acl,1995-10-31,1996-02-01,93.0,joint,long,Danny Manning,2003,F-C,6-10,230.0,Kansas,15,2
placed on il with torn acl in right knee out for season,1998-04-09,2002-06-24,1537.0,joint,long,Danny Manning,2003,F-C,6-10,230.0,Kansas,15,3
placed on il with strained lower back,2002-03-05,2002-06-24,111.0,muscle,long,Danny Manning,2003,F-C,6-10,230.0,Kansas,15,4
placed on il with strained lower back,2003-04-08,2003-04-16,8.0,muscle,medium,Danny Manning,2003,F-C,6-10,230.0,Kansas,15,5
placed on il with strained lower back,1997-11-12,1997-11-20,8.0,muscle,medium,Danny Schayes,1999,C-F,6-11,235.0,Syracuse,18,0
placed on il with strained left calf,1999-03-05,1999-03-15,10.0,muscle,medium,Danny Schayes,1999,C-F,6-11,235.0,Syracuse,18,1
placed on il with knee tendinitis,1999-11-01,1999-12-03,32.0,joint,medium,Danny Schayes,1999,C-F,6-11,235.0,Syracuse,18,2
placed on il with stomach virus,2010-04-24,2010-04-26,2.0,illness,short,Dante Cunningham,2019,F,6-8,230.0,Villanova,10,0
placed on il with concussion,2018-03-17,2018-03-21,4.0,concussion,short,Dante Cunningham,2019,F,6-8,230.0,Villanova,10,1
placed on il with illness out for season,2019-04-10,,,illness,unknown,Dante Cunningham,2019,F,6-8,230.0,Villanova,10,2
placed on il recovering from surgery on left knee to repair torn acl out for season,2015-10-28,2017-01-05,435.0,joint,long,Dante Exum,2021,G,6-5,214.0,Skipped college,7,0
placed on il with patellar tendinitis in left knee,2016-12-29,2017-01-05,7.0,joint,short,Dante Exum,2021,G,6-5,214.0,Skipped college,7,1
placed on il recovering from surgery on separated left shoulder,2017-10-18,2018-03-14,147.0,joint,long,Dante Exum,2021,G,6-5,214.0,Skipped college,7,2
placed on il with strained left hamstring out for season,2018-05-08,2019-03-11,307.0,muscle,long,Dante Exum,2021,G,6-5,214.0,Skipped college,7,3
placed on il with sprained left ankle,2019-01-07,2019-03-11,63.0,joint,long,Dante Exum,2021,G,6-5,214.0,Skipped college,7,4
placed on il with right knee injury out for season,2019-03-16,2019-11-15,244.0,joint,long,Dante Exum,2021,G,6-5,214.0,Skipped college,7,5
placed on il with right knee injury,2019-10-23,2019-11-15,23.0,joint,medium,Dante Exum,2021,G,6-5,214.0,Skipped college,7,6
placed on il with illness,2020-01-07,2020-01-13,6.0,illness,short,Dante Exum,2021,G,6-5,214.0,Skipped college,7,7
placed on il with sprained left ankle out for season,2020-02-26,2020-12-26,304.0,joint,long,Dante Exum,2021,G,6-5,214.0,Skipped college,7,8
placed on il with strained right calf out for season,2021-01-05,,,muscle,unknown,Dante Exum,2021,G,6-5,214.0,Skipped college,7,9
placed on il with flu,2018-01-16,2018-01-19,3.0,illness,short,Danuel House Jr.,2022,G,6-6,220.0,Texas A&M,6,0
placed on il with sore left shoulder,2019-11-22,2019-11-24,2.0,joint,short,Danuel House Jr.,2022,G,6-6,220.0,Texas A&M,6,1
placed on il with illness,2019-11-30,2019-12-05,5.0,illness,short,Danuel House Jr.,2022,G,6-6,220.0,Texas A&M,6,2
placed on il with sprained right ankle,2021-04-07,2021-04-14,7.0,joint,short,Danuel House Jr.,2022,G,6-6,220.0,Texas A&M,6,3
placed on il with sprained right foot,2021-10-27,2021-11-09,13.0,joint,medium,Danuel House Jr.,2022,G,6-6,220.0,Texas A&M,6,4
placed on il with sprained left ankle,2021-12-07,2021-12-18,11.0,joint,medium,Danuel House Jr.,2022,G,6-6,220.0,Texas A&M,6,5
placed on il with left knee injury,2022-03-15,2022-03-31,16.0,joint,medium,Danuel House Jr.,2022,G,6-6,220.0,Texas A&M,6,6
placed on il with illness,2022-11-07,2022-11-10,3.0,illness,short,Danuel House Jr.,2022,G,6-6,220.0,Texas A&M,6,7
placed on il with sprained left ankle,2020-02-02,2020-02-21,19.0,joint,medium,Dario Saric,2018,F,6-10,223.0,Skipped college,2,0
placed on il with sprained left ankle,2021-02-05,2021-02-13,8.0,joint,medium,Dario Saric,2018,F,6-10,223.0,Skipped college,2,1
placed on il with torn acl in right knee out for season,2021-07-07,,,joint,unknown,Dario Saric,2018,F,6-10,223.0,Skipped college,2,2
placed on il with right knee injury,2020-02-11,2020-07-31,171.0,joint,long,Darius Bazley,2022,F,6-8,208.0,Skipped college,3,0
placed on il with left shoulder injury,2021-03-11,2021-04-10,30.0,joint,medium,Darius Bazley,2022,F,6-8,208.0,Skipped college,3,1
placed on il with sprained right knee out for season,2022-03-28,2022-11-21,238.0,joint,long,Darius Bazley,2022,F,6-8,208.0,Skipped college,3,2
placed on il with sprained right ankle,2022-11-11,2022-11-21,10.0,joint,medium,Darius Bazley,2022,F,6-8,208.0,Skipped college,3,3
placed on il with strained left groin out for season,2020-03-01,2021-01-22,327.0,muscle,long,Darius Garland,2022,G,6-1,192.0,Vanderbilt,3,0
placed on il with strained right shoulder,2021-01-11,2021-01-22,11.0,muscle,medium,Darius Garland,2022,G,6-1,192.0,Vanderbilt,3,1
placed on il with strained left groin,2021-03-12,2021-03-14,2.0,muscle,short,Darius Garland,2022,G,6-1,192.0,Vanderbilt,3,2
placed on il with sprained left ankle,2021-05-04,2021-05-14,10.0,joint,medium,Darius Garland,2022,G,6-1,192.0,Vanderbilt,3,3
placed on il with sprained left ankle,2021-10-22,2021-10-25,3.0,joint,short,Darius Garland,2022,G,6-1,192.0,Vanderbilt,3,4
placed on il with bruised right quadriceps,2023-03-10,2023-03-12,2.0,muscle,short,Darius Garland,2022,G,6-1,192.0,Vanderbilt,3,5
placed on il with left knee patellar tendinitis,2002-11-16,2002-12-09,23.0,joint,medium,Darius Miles,2009,F,6-9,210.0,Skipped college,9,0
placed on il with left knee medial contusion,2005-01-07,2005-01-22,15.0,joint,medium,Darius Miles,2009,F,6-9,210.0,Skipped college,9,1
